id,source,title,pub_date,effective_date,content,metadata
LAW_000061,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十条　投标人或者其他利害关系人认为招标投标活动不符合法律、行政法规规定的，可以自知道或者应当知道之日起10日内向有关行政监督部门投诉。投诉应当有明确的请求和必要的证明材料。就本条例第二十二条、第四十四条、第五十四条规定事项投诉的，应当先向招标人提出异议，异议答复期间不计算在前款规定的期限内。,"{""chapter"": ""第五章　投诉与处理"", ""article"": ""第六十条""}"
LAW_000062,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十一条　投诉人就同一事项向两个以上有权受理的行政监督部门投诉的，由最先收到投诉的行政监督部门负责处理。行政监督部门应当自收到投诉之日起3个工作日内决定是否受理投诉，并自受理投诉之日起30个工作日内作出书面处理决定；需要检验、检测、鉴定、专家评审的，所需时间不计算在内。投诉人捏造事实、伪造材料或者以非法手段取得证明材料进行投诉的，行政监督部门应当予以驳回。,"{""chapter"": ""第五章　投诉与处理"", ""article"": ""第六十一条""}"
LAW_000063,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十二条　行政监督部门处理投诉，有权查阅、复制有关文件、资料，调查有关情况，相关单位和人员应当予以配合。必要时，行政监督部门可以责令暂停招标投标活动。行政监督部门的工作人员对监督检查过程中知悉的国家秘密、商业秘密，应当依法予以保密。,"{""chapter"": ""第五章　投诉与处理"", ""article"": ""第六十二条""}"
LAW_000064,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十三条　招标人有下列限制或者排斥潜在投标人行为之一的，由有关行政监督部门依照招标投标法第五十一条的规定处罚：(一)依法应当公开招标的项目不按照规定在指定媒介发布资格预审公告或者招标公告；(二)在不同媒介发布的同一招标项目的资格预审公告或者招标公告的内容不一致，影响潜在投标人申请资格预审或者投标。依法必须进行招标的项目的招标人不按照规定发布资格预审公告或者招标公告，构成规避招标的，依照招标投标法第四十九条的规定处罚。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十三条""}"
LAW_000065,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十四条　招标人有下列情形之一的，由有关行政监督部门责令改正，可以处10万元以下的罚款：(一)依法应当公开招标而采用邀请招标；(二)招标文件、资格预审文件的发售、澄清、修改的时限，或者确定的提交资格预审申请文件、投标文件的时限不符合招标投标法和本条例规定；(三)接受未通过资格预审的单位或者个人参加投标；(四)接受应当拒收的投标文件。招标人有前款第一项、第三项、第四项所列行为之一的，对单位直接负责的主管人员和其他直接责任人员依法给予处分。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十四条""}"
LAW_000066,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十五条　招标代理机构在所代理的招标项目中投标、代理投标或者向该项目投标人提供咨询的，接受委托编制标底的中介机构参加受托编制标底项目的投标或者为该项目的投标人编制投标文件、提供咨询的，依照招标投标法第五十条的规定追究法律责任。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十五条""}"
LAW_000067,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十六条　招标人超过本条例规定的比例收取投标保证金、履约保证金或者不按照规定退还投标保证金及银行同期存款利息的，由有关行政监督部门责令改正，可以处5万元以下的罚款；给他人造成损失的，依法承担赔偿责任。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十六条""}"
LAW_000068,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十七条　投标人相互串通投标或者与招标人串通投标的，投标人向招标人或者评标委员会成员行贿谋取中标的，中标无效；构成犯罪的，依法追究刑事责任；尚不构成犯罪的，依照招标投标法第五十三条的规定处罚。投标人未中标的，对单位的罚款金额按照招标项目合同金额依照招标投标法规定的比例计算。投标人有下列行为之一的，属于招标投标法第五十三条规定的情节严重行为，由有关行政监督部门取消其1年至2年内参加依法必须进行招标的项目的投标资格：(一)以行贿谋取中标；(二)3年内2次以上串通投标；(三)串通投标行为损害招标人、其他投标人或者国家、集体、公民的合法利益，造成直接经济损失30万元以上；(四)其他串通投标情节严重的行为。投标人自本条第二款规定的处罚执行期限届满之日起3年内又有该款所列违法行为之一的，或者串通投标、以行贿谋取中标情节特别严重的，由工商行政管理机关吊销营业执照。法律、行政法规对串通投标报价行为的处罚另有规定的，从其规定。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十七条""}"
LAW_000069,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十八条　投标人以他人名义投标或者以其他方式弄虚作假骗取中标的，中标无效；构成犯罪的，依法追究刑事责任；尚不构成犯罪的，依照招标投标法第五十四条的规定处罚。依法必须进行招标的项目的投标人未中标的，对单位的罚款金额按照招标项目合同金额依照招标投标法规定的比例计算。投标人有下列行为之一的，属于招标投标法第五十四条规定的情节严重行为，由有关行政监督部门取消其1年至3年内参加依法必须进行招标的项目的投标资格：(一)伪造、变造资格、资质证书或者其他许可证件骗取中标；(二)3年内2次以上使用他人名义投标；(三)弄虚作假骗取中标给招标人造成直接经济损失30万元以上；(四)其他弄虚作假骗取中标情节严重的行为。投标人自本条第二款规定的处罚执行期限届满之日起3年内又有该款所列违法行为之一的，或者弄虚作假骗取中标情节特别严重的，由工商行政管理机关吊销营业执照。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十八条""}"
LAW_000070,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第六十九条　出让或者出租资格、资质证书供他人投标的，依照法律、行政法规的规定给予行政处罚；构成犯罪的，依法追究刑事责任。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第六十九条""}"
LAW_000071,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十条　依法必须进行招标的项目的招标人不按照规定组建评标委员会，或者确定、更换评标委员会成员违反招标投标法和本条例规定的，由有关行政监督部门责令改正，可以处10万元以下的罚款，对单位直接负责的主管人员和其他直接责任人员依法给予处分；违法确定或者更换的评标委员会成员作出的评审结论无效，依法重新进行评审。国家工作人员以任何方式非法干涉选取评标委员会成员的，依照本条例第八十条的规定追究法律责任。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十条""}"
LAW_000072,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十一条　评标委员会成员有下列行为之一的，由有关行政监督部门责令改正；情节严重的，禁止其在一定期限内参加依法必须进行招标的项目的评标；情节特别严重的，取消其担任评标委员会成员的资格：(一)应当回避而不回避；(二)擅离职守；(三)不按照招标文件规定的评标标准和方法评标；(四)私下接触投标人；(五)向招标人征询确定中标人的意向或者接受任何单位或者个人明示或者暗示提出的倾向或者排斥特定投标人的要求；(六)对依法应当否决的投标不提出否决意见；(七)暗示或者诱导投标人作出澄清、说明或者接受投标人主动提出的澄清、说明；(八)其他不客观、不公正履行职务的行为。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十一条""}"
LAW_000073,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十二条　评标委员会成员收受投标人的财物或者其他好处的，没收收受的财物，处3000元以上5万元以下的罚款，取消担任评标委员会成员的资格，不得再参加依法必须进行招标的项目的评标；构成犯罪的，依法追究刑事责任。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十二条""}"
LAW_000074,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十三条　依法必须进行招标的项目的招标人有下列情形之一的，由有关行政监督部门责令改正，可以处中标项目金额10‰以下的罚款；给他人造成损失的，依法承担赔偿责任；对单位直接负责的主管人员和其他直接责任人员依法给予处分：(一)无正当理由不发出中标通知书；(二)不按照规定确定中标人；(三)中标通知书发出后无正当理由改变中标结果；(四)无正当理由不与中标人订立合同；(五)在订立合同时向中标人提出附加条件。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十三条""}"
LAW_000075,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十四条　中标人无正当理由不与招标人订立合同，在签订合同时向招标人提出附加条件，或者不按照招标文件要求提交履约保证金的，取消其中标资格，投标保证金不予退还。对依法必须进行招标的项目的中标人，由有关行政监督部门责令改正，可以处中标项目金额10‰以下的罚款。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十四条""}"
LAW_000076,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十五条　招标人和中标人不按照招标文件和中标人的投标文件订立合同，合同的主要条款与招标文件、中标人的投标文件的内容不一致，或者招标人、中标人订立背离合同实质性内容的协议的，由有关行政监督部门责令改正，可以处中标项目金额5‰以上10‰以下的罚款。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十五条""}"
LAW_000077,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十六条　中标人将中标项目转让给他人的，将中标项目肢解后分别转让给他人的，违反招标投标法和本条例规定将中标项目的部分主体、关键性工作分包给他人的，或者分包人再次分包的，转让、分包无效，处转让、分包项目金额5‰以上10‰以下的罚款；有违法所得的，并处没收违法所得；可以责令停业整顿；情节严重的，由工商行政管理机关吊销营业执照。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十六条""}"
LAW_000078,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十七条　投标人或者其他利害关系人捏造事实、伪造材料或者以非法手段取得证明材料进行投诉，给他人造成损失的，依法承担赔偿责任。招标人不按照规定对异议作出答复，继续进行招标投标活动的，由有关行政监督部门责令改正，拒不改正或者不能改正并影响中标结果的，依照本条例第八十一条的规定处理。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十七条""}"
LAW_000079,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十八条　国家建立招标投标信用制度。有关行政监督部门应当依法公告对招标人、招标代理机构、投标人、评标委员会成员等当事人违法行为的行政处理决定。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十八条""}"
LAW_000080,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第七十九条　项目审批、核准部门不依法审批、核准项目招标范围、招标方式、招标组织形式的，对单位直接负责的主管人员和其他直接责任人员依法给予处分。有关行政监督部门不依法履行职责，对违反招标投标法和本条例规定的行为不依法查处，或者不按照规定处理投诉、不依法公告对招标投标当事人违法行为的行政处理决定的，对直接负责的主管人员和其他直接责任人员依法给予处分。项目审批、核准部门和有关行政监督部门的工作人员徇私舞弊、滥用职权、玩忽职守，构成犯罪的，依法追究刑事责任。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第七十九条""}"
LAW_000081,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第八十条　国家工作人员利用职务便利，以直接或者间接、明示或者暗示等任何方式非法干涉招标投标活动，有下列情形之一的，依法给予记过或者记大过处分；情节严重的，依法给予降级或者撤职处分；情节特别严重的，依法给予开除处分；构成犯罪的，依法追究刑事责任：(一)要求对依法必须进行招标的项目不招标，或者要求对依法应当公开招标的项目不公开招标；(二)要求评标委员会成员或者招标人以其指定的投标人作为中标候选人或者中标人，或者以其他方式非法干涉评标活动，影响中标结果；(三)以其他方式非法干涉招标投标活动。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第八十条""}"
LAW_000082,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第八十一条　依法必须进行招标的项目的招标投标活动违反招标投标法和本条例的规定，对中标结果造成实质性影响，且不能采取补救措施予以纠正的，招标、投标、中标无效，应当依法重新招标或者评标。,"{""chapter"": ""第六章　法律责任"", ""article"": ""第八十一条""}"
LAW_000083,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第八十二条　招标投标协会按照依法制定的章程开展活动，加强行业自律和服务。,"{""chapter"": ""第七章　附则"", ""article"": ""第八十二条""}"
LAW_000084,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第八十三条　政府采购的法律、行政法规对政府采购货物、服务的招标投标另有规定的，从其规定。,"{""chapter"": ""第七章　附则"", ""article"": ""第八十三条""}"
LAW_000085,https://www.shggzy.com/zhfgfg/496926,中华人民共和国招标投标法实施条例,2022-12-10,2012-02-01,第八十四条　本条例自2012年2月1日起施行。,"{""chapter"": ""第七章　附则"", ""article"": ""第八十四条""}"
LAW_000086,https://www.shggzy.com/zhfggz/231516,上海市公共资源交易管理办法,2021-10-26,2021-10-01,上海市公共资源交易管理办法（2021年8月26日上海市人民政府令第54号公布）,"{""chapter"": ""前言/总则"", ""article"": ""前言/总览""}"
LAW_000087,https://www.shggzy.com/zhfgwj/317694,上海市公共资源交易综合专家库管理规则（试行）,2021-03-01,2021-03-01,第一章总则第一条【目的依据】为加强市公共资源交易综合专家库的建设和管理，根据《评标专家和评标专家库管理暂行办法》《公共资源交易评标专家专业分类标准》《上海市公共资源交易平台升级改造工作方案》《上海市公共资源交易平台“一网三平台”建设实施方案》《上海市公共资源交易平台管理暂行办法》等，结合我市实际，制定本规则。第二条【适用范围】本规则适用于本市行政区域内公共资源交易评标评审专家的登记、抽取及市公共资源交易综合专家库的建设和管理。第三条【专家及专家库定义】本规则所称专家是指符合本规则及公共资源交易行业主管部门或其委托机构规定的条件和要求，纳入市综合专家库管理，以独立身份参加评标评审活动的专业人员。 本规则所称市综合专家库是指根据公共资源交易平台整合共享要求，依托市公共资源交易平台（公共资源“一网交易”总门户）建立的全市统一的专家信息管理系统，为公共资源交易评标评审活动提供服务。第四条【职责分工】市公共资源交易整合共享工作协调机制办公室负责统筹、指导、协调和推进市综合专家库的建设和管理。 市经济信息化、财政、规划资源、住房城乡建设、农业农村、国有资产监督管理等市公共资源交易整合共享工作协调机制成员单位（以下简称行业主管部门）按照职责分工，负责本行业、领域公共资源专家入库与出库管理、专家电子档案信息维护以及市公共资源交易综合专家的监督管理。 市公共资源交易平台负责市综合专家库的建设、管理和应用支持，依托公共资源“一网交易”总门户统一提供专家网络抽取服务；市公共资源交易中心及其分中心负责维持专家评标评审现场纪律和秩序，评价专家评标评审行为等。第五条【分类管理】专家按照全国统一的专家专业分类标准划分类别，市综合专家库按照公共资源交易信息分类标准建立，实行全程电子化使用和管理。第六条【保密要求】公共资源交易服务机构及其工作人员、参与公共资源交易平台建设维护单位等相关主体应当对专家信息进行保密。第七条【长三角合作】加快推进长三角公共资源交易在线远程异地评标，逐步实现区域内专家资源共享。三省一市公共资源交易平台根据业务需要，按照统一抽取标准可以相互抽取专家。第二章专家登记第八条【个人登记入库】专家应当采取个人申请的方式，通过公共资源“一网交易”总门户进行登记，经行业主管部门审核同意后统一纳入市综合专家库管理。第九条【单位推荐入库】对未通过个人申请方式登记的，行业主管部门可以通过单位推荐的方式向市综合专家库推荐专家。采取单位推荐方式的，应当事先征得被推荐人同意。第十条【登记入库条件】专家申请入库除应符合行业主管部门规定的入库条件外，还应符合下列基本条件：（一）品德良好，作风正派，诚实守信，能认真、公正、廉洁地履行职责，遵守职业道德；（二）身体健康，能够胜任评标评审工作；（三）熟悉有关评标评审的法律法规；（四）法律法规规章规定的其他条件。第十一条【入库申请】申请人应在线如实填报入库登记的申请信息，在线上传相关证明等材料。申请人首次申请可以填报多个专业预设标签。预设标签最多填报3个行业类别，2个二级专业类别，5个三级专业类别。第十二条【多类别申请】申请人申请的类别涉及2个及2个以上行业主管部门的，市公共资源交易平台负责将相关信息分别推送给相关部门审核，由行业主管部门明确是否作为本行业评标专家。申请人在收到行业主管部门关于信息不齐全或存疑的反馈意见后，须在5个工作日内一次性递交补充材料，补交时间不计算在申请审查完成期限内。第十三条【登记入库审核】行业主管部门应当登录市综合专家库，对专家的入库进行审核与管理。专家申请提交后，行业主管部门应当及时完成专家入库资格审查。申请人的资格审核分别由专家申请专业类别相对应的行业主管部门负责。对不符合申报专业资格条件的，应当退回申请。第十四条【专家培训公示】通过资格审查的专家候选人按照行业主管部门的有关规定，由行业主管部门根据实际情况组织参加入库培训。培训考核合格的，在市公共资源交易平台上进行公示，公示期限为7个工作日。公示期间有异议的，由行业主管部门负责处理；无异议的，正式纳入市综合专家库管理。第十五条【信息采集】专家应通过市公共资源交易平台在线采集面部识别信息，办理专家CA证书、电子签章等。第十六条【专家信息变更】专家个人信息发生变化的，应当及时在市公共资源交易平台在线提出变更申请。专家信息中涉及联系地址、手机号等基本信息变更的，由专家自行维护；涉及学历学位、专业职称、工作单位、行业类别、专业类别、资格资质等核心信息变更的，由相关行业主管部门审核通过后方可变更。第十七条【专家聘任】专家实行聘任制，由行业主管部门通过市公共资源交易平台统一在线制发聘书。聘期及续聘条件由行业主管部门确定。第十八条【防伪验证】市公共资源交易平台在保密的前提下，可以提供市综合专家库入库专家聘书的防伪验证服务。第三章专家抽取第十九条【行业管理】专家抽取应当符合行业主管部门的监管需要，由行业主管部门制定相关规则。第二十条【专家抽取原则】本市公共资源交易项目需要评标、评审的，应当统一从市综合专家库中随机抽取专家。任何单位和个人不得以明示、暗示等任何方式指定或者变相指定专家。法律法规规章或行业主管部门另有规定的，按有关规定执行。第二十一条【网络抽取服务】市公共资源交易平台建立专家网络抽取系统，对外提供统一的抽取服务。行业主管部门负责规范专家抽取流程，对专家抽取服务进行审核和监管。第二十二条【例外情形】对不能采取网络抽取方式确定专家的，由行业主管部门依照法定程序和要求自行确定专家。第四章专家的权利和义务第二十三条【专家权利】除行业主管部门规定的权利外，专家享有以下基本权利：（一）接受约请，参加公共资源交易评标评审活动；（二）查阅与交易活动有关的文件等资料，对交易文件中含义不明确的问题，有权要求相关交易主体做出解答或者澄清；（三）依法依规独立进行评标评审，提出评标评审意见，不受任何单位或者个人的干预；（四）对评标评审结论有异议的，持不同意见的评标评审委员会成员应当在评标评审报告上签署不同意见及理由，否则视为同意评标报告；（五）按照规定获取参加评标评审活动的劳务报酬；（六）抵制和检举评标评审过程中违法违规行为；（七）法律法规规章规定的其他权利。第二十四条【专家义务】除行业主管部门规定的义务外，专家承担以下基本义务：（一）按要求参加公共资源交易评标评审活动；（二）按照客观、公正、审慎、择优的原则，根据评标评审文件规定的程序、方法和标准进行独立评标评审，承担主体责任；（三）遵守评标评审工作纪律，不得私下接触投标人、供应商或受让方，不得收受投标人、供应商、受让方或其他利害关系人的财物或其他好处；（四）对评标评审过程保密，不得泄露评标评审文件、评标评审情况和在评标评审过程中获悉的商业秘密和技术秘密；（五）及时向市公共资源交易平台、相关行业主管部门反映或者举报评标评审过程中发现的违法违规行为；（六）配合市公共资源交易平台、相关行业主管部门处理质疑、投诉、申诉、复议和诉讼等事项；（七）参加市公共资源交易平台、相关行业主管部门组织的培训、考核；（八）法律法规规章规定的其他义务。第二十五条【专家回避情形】除行业主管部门规定的回避情形外，专家在评标评审前应当签署相关诚信承诺声明，有下列情形之一的，应当回避。（一）参加评标评审活动前3年内与投标人、供应商或受让方存在劳动关系，或者以全职或兼职方式担任过投标人、供应商或受让方的董事、监事，或者是投标人、供应商或受让方的控股股东或实际控制人；（二）参加评标评审活动前3年内与投标人、供应商或受让方发生过法律纠纷；（三）与投标人、供应商或受让方的法定代表人或者负责人有夫妻、直系血亲、三代以内旁系血亲或者近姻亲关系；（四）与投标人、供应商或受让方有其他可能影响评标评审活动公平、公正进行的关系；（五）法律法规规章规定的其他情形。 专家发现自己与参加评标评审活动的投标人、供应商或受让方有利害关系的，应当主动回避。招标人、采购人、出让方或相关代理机构发现专家与参与评标评审活动的投标人、供应商或受让方有利害关系的，应当要求其回避。第五章综合专家库的管理第二十六条【建立专家个人电子档案】市公共资源交易平台负责建立市综合专家库入库专家个人电子档案。第二十七条【专家个人电子档案内容】专家个人电子档案主要包括下列内容：（一）专家个人情况，包括个人申请书或推荐书以及有关证明材料，入选市综合专家库的审查过程及结果的记录；（二）专家参评记录；（三）信用情况；（四）参加行业主管部门培训情况；（五）行业主管部门对专家年度考核情况；（六）投诉情况；（七）综合评价情况。第二十八条【专家个人电子档案用途】专家个人电子档案用于专家考核、评价、续聘及出库管理。第二十九条【专家投诉处理】行业主管部门负责对专家的投诉进行处理，并将处理结果及时反馈至市公共资源交易平台。 涉及多个预设标签的专家被其中一个行业主管部门处理的，该行业主管部门应通过市公共资源交易平台及时将处理情况告知其他行业主管部门。第三十条【专家培训】行业主管部门应根据实际情况组织专家开展培训，并将培训结果以更新专家个人电子档案形式及时反馈给市公共资源交易平台。第三十一条【专家年度考核】行业主管部门负责建立专家评价考核制度。专家考核实行“一标一评”的日常评价与年度考核相结合的方法。日常考核在专家每次完成评标评审工作后由招标人、采购人、出让方或其委托的代理机构进行网络评价；年度考核由相关行业主管部门负责。第三十二条【考核申诉答复】年度考核结果由行业主管部门实时同步至市综合专家库，通过实时短信告知专家。专家对考核结果有异议的，应当自收到通知之日起3个工作日内提出申诉。相关行业主管部门应当在收到申诉之日起5个工作日内做出答复。对考核不合格的专家，按照行业主管部门的有关规定执行。第三十三条【暂停评标评审】专家在一段时间内不能参加评标评审的，应当提前3天通过市公共资源交易平台申请暂停评标评审。专家违反有关规定或者评标评审行为有损公平公正的，行业主管部门或市公共资源交易平台可以暂定专家评标评审。在一个聘期内，专家累计暂停期限超过聘期2/3的，将自动从市综合专家库中退出。第三十四条【调整出库】行业主管部门负责明确专家出库情形，并明确不得续聘期限。对符合专家出库情形的，由行业主管部门负责调整出库。行业主管部门应做好专家解聘出库工作，严格依照相关条件和程序，保障专家权益。第三十五条【专家出库情形】除行业主管部门规定的专家出库情形外，专家有下列情形之一的，由市公共资源交易平台将其调整出库：（一）提供虚假申请材料，骗取市综合专家库入库专家资格的；（二）发生泄露评标评审文件、评标评审情况和在评标评审过程中获悉的商业秘密和技术秘密的；（三）私下接触投标人、供应商、受让方或者其他利害关系人；（四）收受投标人、供应商、受让方或者其他利害关系人的财物或其他好处的；（五）明知应当回避而不主动提出回避申请的；（六）在评标评审活动中有违法行为而受到行政或刑事处罚的；（七）因犯罪受到刑事处罚的；（八）被人民法院列为失信被执行人的；（九）以市综合专家库入库专家名义从事有损市综合专家库形象的活动；（十）法律法规规章规定的其他情形。第三十六条【公布内容】行业主管部门对专家的考核结果、处罚决定、被暂停专家资格的专家名单应当在市公共资源交易平台上进行公示。 市公共资源交易平台对专家的综合评价、投诉情况、被暂停专家资格的专家名单应当及时公示。第六章附则第三十七条【指引性规定】法律法规规章及行业主管部门对专家管理另有规定的，从其规定。第三十八条【专家管理细则】行业主管部门应根据本规则制定完善本行业领域的专家管理细则，经报市公共资源交易整合共享工作协调机制办公室备案后实施。第三十九条【专业类别定义】本规则第五、十一、十二、十三、十六条所指的专业类别是指《公共资源交易评标专家专业分类标准》（发改法规〔2018〕316号）确定的专业类别。第四十条【存量专家库管理】行业主管部门或市公共资源交易中心各分中心已经建立行业评标评审专家库的，由行业主管部门或市公共资源交易中心各分中心负责将已有专家库信息接入市公共资源交易平台，统一纳入市综合专家库。第四十一条【施行日期】本规则自2021年3月1日起施行，有效期至2023年2月28日。,"{""chapter"": NaN, ""article"": NaN}"
